"","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality"
"509",5.9,0.62,0.28,3.5,0.039,55,152,0.9907,3.44,0.44,12,6
"3021",8.4,0.32,0.35,11.7,0.029,3,46,0.99439,3.02,0.34,11.8,6
"1034",7.1,0.3,0.36,6.8,0.055,44.5,234,0.9972,3.49,0.64,10.2,6
"4098",6.4,0.14,0.28,7.9,0.057,21,82,0.99425,3.26,0.36,10,6
"1281",7.8,0.16,0.41,1.7,0.026,29,140,0.991,3.02,0.78,12.5,6
"2976",8,0.14,0.33,1.2,0.045,71,162,0.9914,3.07,0.47,11,6
"4026",6.2,0.32,0.45,2.9,0.029,37,94,0.98998,3.25,0.6,12.4,6
"4516",7.1,0.28,0.26,2.8,0.039,50,118,0.9908,3.06,0.59,11.2,6
"1101",6.3,0.27,0.25,5.8,0.038,52,155,0.995,3.28,0.38,9.4,6
"3782",7.4,0.25,0.29,6.8,0.02,31,113,0.99338,3.13,0.29,10.8,6
"7",6.2,0.32,0.16,7,0.045,30,136,0.9949,3.18,0.47,9.6,6
"2916",6.9,0.14,0.38,1,0.041,22,81,0.99043,3.03,0.54,11.4,6
"1357",7.3,0.22,0.41,15.4,0.05,55,191,1,3.32,0.59,8.9,6
"3794",6.3,0.32,0.26,12,0.049,63,170,0.9961,3.14,0.55,9.9,6
"764",5,0.44,0.04,18.6,0.039,38,128,0.9985,3.37,0.57,10.2,6
"1373",10.7,0.22,0.56,8.2,0.044,37,181,0.998,2.87,0.68,9.5,6
"1720",5.8,0.23,0.27,1.8,0.043,24,69,0.9933,3.38,0.31,9.4,6
"4594",6.5,0.36,0.31,13.55,0.053,20,113,0.99544,3.2,0.56,11,6
"4309",6.2,0.26,0.29,2,0.036,16,87,0.99081,3.33,0.61,11.8,6
"788",7.7,0.34,0.28,11,0.04,31,117,0.99815,3.27,0.29,9.2,6
"1374",10.7,0.22,0.56,8.2,0.044,37,181,0.998,2.87,0.68,9.5,6
"766",7.2,0.27,0.42,1.6,0.05,35,135,0.992,2.94,0.46,11,6
"4739",5.5,0.3,0.25,1.9,0.029,33,118,0.98972,3.36,0.66,12.5,6
"4287",6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,6
"4539",7.1,0.09,0.3,6.2,0.032,24,134,0.993,2.99,0.39,10.9,6
"4436",6.5,0.29,0.3,9.15,0.051,25,166,0.99339,3.24,0.56,11.3333333333333,6
"4867",5.7,0.41,0.21,1.9,0.048,30,112,0.99138,3.29,0.55,11.2,6
"3289",6.6,0.2,0.14,4.4,0.184,35,168,0.99396,2.93,0.45,9.4,6
"3980",6.5,0.29,0.52,1.7,0.034,41,193,0.99223,3.25,0.59,10.4,6
"3932",6.2,0.3,0.28,1.6,0.036,28,106,0.988245,3.14,0.41,13.3,6
"4872",5,0.2,0.4,1.9,0.015,20,98,0.9897,3.37,0.55,12.05,6
"2663",7,0.23,0.33,1,0.043,46,110,0.99118,3.04,0.65,10.8,6
"761",6.9,0.18,0.38,8.1,0.049,44,176,0.9958,3.3,0.54,9.8,6
"1619",6.4,0.37,0.49,13.3,0.045,53,243,0.9982,3.14,0.48,8.5,6
"494",6.3,0.19,0.28,1.8,0.022,28,158,0.9907,3.2,0.64,11.4,6
"1632",8.2,0.2,0.49,3.5,0.057,14,108,0.9928,3.19,0.35,11.5,6
"3186",6.5,0.21,0.4,7.3,0.041,49,115,0.99268,3.21,0.43,11,6
"4438",6.5,0.29,0.3,9.15,0.051,25,166,0.99339,3.24,0.56,11.35,6
"4231",6,0.22,0.23,5,0.045,10,122,0.99261,2.94,0.63,10,6
"3866",6,0.31,0.38,4.8,0.04,41,101,0.98968,3.24,0.56,13.1,6
"2222",8.5,0.28,0.34,13.8,0.041,32,161,0.9981,3.13,0.4,9.9,6
"3334",5.1,0.165,0.22,5.7,0.047,42,146,0.9934,3.18,0.55,9.9,6
"2249",7.4,0.2,0.29,1.7,0.047,16,100,0.99243,3.28,0.45,10.6,6
"4834",5.6,0.33,0.28,1.2,0.031,33,97,0.99126,3.49,0.58,10.9,6
"4734",5.2,0.185,0.22,1,0.03,47,123,0.99218,3.55,0.44,10.15,6
"4299",5.6,0.26,0,10.2,0.038,13,111,0.99315,3.44,0.46,12.4,6
"1629",8.2,0.2,0.49,3.5,0.057,14,108,0.9928,3.19,0.35,11.5,6
"1459",7.1,0.22,0.74,2.7,0.044,42,144,0.991,3.31,0.41,12.2,6
"4388",7.1,0.21,0.33,1.2,0.039,34,97,0.99112,3.11,0.75,11.2,6
"1524",8,0.25,0.49,9,0.044,31,185,0.998,3.34,0.49,10,6
"2737",6.5,0.17,0.31,1.5,0.041,34,121,0.99092,3.06,0.46,10.5,6
"1057",7.5,0.21,0.34,1.2,0.06,26,111,0.9931,3.51,0.47,10.7,6
"405",6.8,0.22,0.31,6.3,0.035,33,170,0.9918,3.24,0.66,12.6,6
"4435",7.2,0.24,0.24,1.7,0.045,18,161,0.99196,3.25,0.53,11.2,6
"1969",7.6,0.2,0.31,1.4,0.047,41,142,0.9934,3.43,0.53,10.1,6
"1444",7,0.18,0.49,5.3,0.04,34,125,0.9914,3.24,0.4,12.2,6
"1317",7.9,0.255,0.26,2,0.026,40,190,0.9932,3.04,0.39,11.2,6
"629",7,0.32,0.24,6.2,0.048,31,228,0.9957,3.23,0.62,9.4,6
"1918",7.1,0.18,0.26,1.3,0.041,20,71,0.9926,3.04,0.74,9.9,6
"74",8.6,0.23,0.46,1,0.054,9,72,0.9941,2.95,0.49,9.1,6
"3179",7.6,0.15,0.35,4.3,0.051,23,98,0.99422,3.1,0.44,9.5,6
"3223",6.6,0.16,0.34,1.1,0.037,41,115,0.9899,3.01,0.68,12,6
"3841",6.7,0.37,0.25,2.5,0.028,24,84,0.9909,3.14,0.36,11.7,6
"126",6.7,0.19,0.36,1.1,0.026,63,143,0.9912,3.27,0.48,11,6
"2345",7,0.23,0.26,7.2,0.041,21,90,0.99509,3.22,0.55,9.5,6
"3882",6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,6
"3089",6.3,0.37,0.37,1.5,0.024,12,76,0.98876,2.94,0.39,12.3,6
"2147",7.2,0.115,0.3,6.8,0.056,26,105,0.9954,3.44,0.4,9.6,6
"2841",6.5,0.37,0.33,3.5,0.036,23,92,0.99136,3.18,0.38,11.2,6
"899",6.6,0.26,0.29,1.4,0.039,13,67,0.9915,3.05,0.49,10.9,6
"560",7.2,0.34,0.44,4.2,0.047,51,144,0.991,3.01,0.76,12.3,6
"228",7.1,0.25,0.32,10.3,0.041,66,272,0.9969,3.17,0.52,9.1,6
"2588",5.1,0.14,0.25,0.7,0.039,15,89,0.9919,3.22,0.43,9.2,6
"827",6.8,0.25,0.38,8.1,0.046,24,155,0.9956,3.33,0.59,10.2,6
"4891",6.1,0.34,0.29,2.2,0.036,25,100,0.98938,3.06,0.44,11.8,6
"1541",7.1,0.18,0.74,15.6,0.044,44,176,0.9996,3.38,0.67,9,6
"2750",7.3,0.26,0.33,11.8,0.057,48,127,0.99693,3.1,0.55,10,6
"4822",7,0.24,0.47,1.3,0.043,18,131,0.99176,3.19,0.45,11,6
"4489",6.7,0.48,0.49,2.9,0.03,28,122,0.98926,3.13,0.4,13,6
"2977",6.8,0.32,0.39,9.6,0.026,34,124,0.99286,3.18,0.35,12.1,6
"4092",6.4,0.14,0.28,7.9,0.057,21,82,0.99425,3.26,0.36,10,6
"4605",6.8,0.38,0.29,9.9,0.037,40,146,0.99326,3.11,0.37,11.5,6
"3864",6.5,0.27,0.19,6.6,0.045,98,175,0.99364,3.16,0.34,10.1,6
"2836",6.3,0.25,0.22,3.3,0.048,41,161,0.99256,3.16,0.5,10.5,6
"2099",7.4,0.18,0.36,13.1,0.056,72,163,1,3.42,0.35,9.1,6
"301",6.1,0.41,0,1.6,0.063,36,87,0.9914,3.27,0.67,10.8,6
"1182",7.5,0.42,0.45,9.1,0.029,20,125,0.996,3.12,0.36,10.1,6
"2408",7.6,0.31,0.27,5.8,0.036,23,109,0.99399,3.34,0.54,11,6
"1896",7.9,0.26,0.33,10.3,0.039,73,212,0.9969,2.93,0.49,9.5,6
"3986",6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9,6
"4177",6.8,0.24,0.33,3.2,0.049,68,161,0.99324,3.1,0.69,10.2,6
"364",7.3,0.22,0.37,14.3,0.063,48,191,0.9978,2.89,0.38,9,6
"4555",6,0.23,0.34,1.3,0.025,23,111,0.98961,3.36,0.37,12.7,6
"2315",7,0.19,0.33,6.3,0.032,42,127,0.99182,3.31,0.38,12.2,6
"3131",6.5,0.33,0.38,2.5,0.047,30,148,0.98964,3.17,0.43,12.7,6
"4202",6.7,0.41,0.27,2.6,0.033,25,85,0.99086,3.05,0.34,11.7,6
"3138",6.2,0.25,0.39,1.3,0.051,42,135,0.9906,3.23,0.4,11.1,6
"3448",6,0.17,0.29,9.7,0.044,33,98,0.99536,3.12,0.36,9.2,6
"3756",7.8,0.19,0.32,7.4,0.015,47,124,0.99278,2.99,0.39,11,6
"683",5.9,0.25,0.25,11.3,0.052,30,165,0.997,3.24,0.44,9.5,6
"420",7.4,0.31,0.28,1.6,0.05,33,137,0.9929,3.31,0.56,10.5,6
"4583",6.3,0.37,0.51,6.3,0.048,35,146,0.9943,3.1,1.01,10.5,6
"313",7.8,0.25,0.41,3.7,0.042,37,149,0.9954,3.36,0.45,10,6
"569",6.1,0.26,0.51,2.2,0.05,61,154,0.9929,3.08,0.6,9.8,6
"372",7.7,0.29,0.48,2.3,0.049,36,178,0.9931,3.17,0.64,10.6,6
"3856",5.9,0.18,0.29,4.6,0.032,68,137,0.99159,3.21,0.38,11.3,6
"2110",7.7,0.23,0.31,10.7,0.038,59,186,0.9969,3.12,0.55,9.5,6
"2071",7.3,0.34,0.3,1.3,0.057,25,173,0.9948,3.26,0.51,9.1,6
"4153",6.2,0.2,0.25,15,0.055,8,120,0.99767,3.19,0.53,9.6,6
"3056",6.3,0.25,0.44,1.7,0.024,36,116,0.98935,3.18,0.4,12.5,6
"2014",6.6,0.32,0.22,16.7,0.046,38,133,0.9979,3.22,0.67,10.4,6
"3650",7,0.29,0.37,1.6,0.035,34,126,0.99058,3.26,0.47,12.3,6
"3624",6.8,0.45,0.28,26.05,0.031,27,122,1.00295,3.06,0.42,10.6,6
"620",7.4,0.19,0.3,1.4,0.057,33,135,0.993,3.12,0.5,9.6,6
"4545",5.8,0.28,0.3,3.9,0.026,36,105,0.98963,3.26,0.58,12.75,6
"1800",6.4,0.26,0.21,7.1,0.04,35,162,0.9956,3.39,0.58,9.9,6
"3548",7.3,0.2,0.29,19.9,0.039,69,237,1.00037,3.1,0.48,9.2,6
"4762",6.2,0.15,0.27,11,0.035,46,116,0.99602,3.12,0.38,9.1,6
"4230",6.3,0.26,0.25,5.2,0.046,11,133,0.99202,2.97,0.68,11,6
"1602",8.2,0.34,0.49,8,0.046,55,223,0.996,3.08,0.52,10.7,6
"3237",6.9,0.22,0.39,6,0.035,44,141,0.99123,3.11,0.33,12.5,6
"2323",6.1,0.41,0.04,1.3,0.036,23,121,0.99228,3.24,0.61,9.9,6
"1675",6.8,0.22,0.29,8.9,0.046,82,188,0.9955,3.3,0.44,10.3,6
"486",6.2,0.18,0.38,1.5,0.028,36,117,0.993,3.47,0.54,9.7,6
"668",7.1,0.17,0.38,7.4,0.052,49,182,0.9958,3.35,0.52,9.6,6
"4569",6.4,0.3,0.27,4.4,0.055,17,135,0.9925,3.23,0.44,12.2,6
"1714",6.6,0.34,0.27,6.2,0.059,23,136,0.9957,3.3,0.49,10.1,6
"384",7.2,0.27,0.27,2.4,0.048,30,149,0.9936,3.1,0.51,9.2,6
"4049",6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,6
"65",7.2,0.24,0.27,1.4,0.038,31,122,0.9927,3.15,0.46,10.3,6
"535",7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9,6
"3684",6.8,0.15,0.41,12.9,0.044,79.5,183,0.99742,3.24,0.78,10.2,6
"3121",6.2,0.25,0.42,8,0.049,53,206,0.99586,3.16,0.47,9.1,6
"1131",6.9,0.2,0.28,1.2,0.048,36,159,0.9936,3.19,0.43,9.1,6
"4269",5.7,0.22,0.29,3.5,0.04,27,146,0.98999,3.17,0.36,12.1,6
"3903",6.1,0.22,0.38,2.8,0.144,12,65,0.9908,2.95,0.64,11.4,6
"545",6.8,0.28,0.17,13.9,0.047,49,162,0.9983,3.21,0.51,9,6
"4082",5.7,0.25,0.26,12.5,0.049,52.5,106,0.99691,3.08,0.45,9.4,6
"3946",6.2,0.27,0.32,6.3,0.048,47,159,0.99282,3.21,0.6,11,6
"1976",6.8,0.27,0.35,7.8,0.048,76,197,0.9959,3.24,0.43,9.5,6
"1258",6.4,0.17,0.27,6.7,0.036,88,223,0.9948,3.28,0.35,10.2,6
"4562",6,0.26,0.26,2.2,0.035,10,72,0.989465,3.11,0.48,12.15,6
"356",7.3,0.22,0.37,14.3,0.063,48,191,0.9978,2.89,0.38,9,6
"2545",6.9,0.32,0.3,1.8,0.036,28,117,0.99269,3.24,0.48,11,6
"1260",6.2,0.21,0.38,6.8,0.036,64,245,0.9951,3.06,0.36,9.3,6
"2728",6.5,0.17,0.31,1.5,0.041,34,121,0.99092,3.06,0.46,10.5,6
"3256",7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6
"1136",6.7,0.25,0.34,12.85,0.048,30,161,0.9986,3.44,0.47,9.5,6
"3827",5.1,0.35,0.26,6.8,0.034,36,120,0.99188,3.38,0.4,11.5,6
"2489",7.9,0.27,0.27,1.7,0.034,25,122,0.99088,2.97,0.51,11.9,6
"3565",6.6,0.64,0.28,4.4,0.032,19,78,0.99036,3.11,0.62,12.9,6
"1481",7.2,0.08,0.49,1.3,0.05,18,148,0.9945,3.46,0.44,10.2,6
"3330",6.7,0.21,0.34,1.4,0.049,36,112,0.99091,3.02,0.5,11,6
"3017",7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7,6
"587",7.4,0.26,0.3,7.9,0.049,38,157,0.9963,3.13,0.48,8.9,6
"4624",6.6,0.4,0.3,5.3,0.038,20,125,0.99204,3.36,0.73,12.6,6
"3636",5.8,0.58,0,1.5,0.02,33,96,0.98918,3.29,0.38,12.4,6
"4194",8.1,0.27,0.33,1.3,0.045,26,100,0.99066,2.98,0.44,12.4,6
"1741",6.6,0.37,0.47,6.5,0.061,23,150,0.9954,3.14,0.45,9.6,6
"3034",6.8,0.24,0.38,8.3,0.045,50,185,0.99578,3.15,0.5,9.5,6
"873",6.3,0.26,0.21,4,0.03,24,125,0.9915,3.06,0.34,10.7,6
"2528",7.3,0.16,0.35,1.5,0.036,29,108,0.99342,3.27,0.51,10.2,6
"4422",6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,6
"1929",7,0.27,0.32,6.8,0.047,47,193,0.9938,3.23,0.39,11.4,6
"3169",6.2,0.19,0.38,5.1,0.019,22,82,0.98961,3.05,0.36,12.5,6
"3544",6,0.33,0.2,1.8,0.031,49,159,0.9919,3.41,0.53,11,6
"4135",6.8,0.27,0.28,7.8,0.038,26,89,0.9915,3.24,0.34,12.5,6
"3822",6.9,0.28,0.28,12.2,0.042,52,139,0.99522,3.03,0.56,10.4,6
"2491",7.7,0.39,0.49,7.7,0.036,11,110,0.9966,3.33,0.76,10,6
"524",5.8,0.36,0.32,1.7,0.033,22,96,0.9898,3.03,0.38,11.2,6
"2424",7.2,0.24,0.29,3,0.036,17,117,0.99411,3.36,0.68,10.1,6
"2442",7.2,0.2,0.28,1.6,0.028,13,168,0.99203,3.17,1.06,11.5,6
"3987",6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9,6
"4487",6.4,0.15,0.25,7.8,0.05,13,68,0.99394,3.16,0.4,9.9,6
"3215",5.2,0.335,0.2,1.7,0.033,17,74,0.99002,3.34,0.48,12.3,6
"4181",6.5,0.31,0.61,13,0.053,31,123,0.99708,3.09,0.5,9.3,6
"2674",7.9,0.37,0.31,2.85,0.037,5,24,0.9911,3.19,0.36,11.9,6
"3988",7.3,0.23,0.41,14.6,0.048,73,223,0.99863,3.16,0.71,9.4,6
"3796",6.5,0.25,0.27,17.4,0.064,29,140,0.99776,3.2,0.49,10.1,6
"1253",5.6,0.245,0.32,1.1,0.047,24,152,0.9927,3.12,0.42,9.3,6
"2855",6.4,0.21,0.28,5.9,0.047,29,101,0.99278,3.15,0.4,11,6
"1380",6.9,0.46,0.2,0.9,0.054,5,126,0.992,3.1,0.42,10.4,6
"4724",6.4,0.42,0.46,8.4,0.05,58,180,0.99495,3.18,0.46,9.7,6
"1445",7.8,0.43,0.49,13,0.033,37,158,0.9955,3.14,0.35,11.3,6
"1528",7.9,0.28,0.49,7.7,0.045,48,195,0.9954,3.04,0.55,11,6
"887",7.3,0.26,0.31,1.6,0.04,39,173,0.9918,3.19,0.51,11.4,6
"4697",6.1,0.15,0.4,1.2,0.03,19,84,0.98926,3.19,0.96,13,6
"371",6.9,0.33,0.21,1,0.053,39,148,0.9927,3.12,0.45,9.4,6
"2967",6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,6
"1819",6,0.26,0.29,1,0.032,27,96,0.9896,3.38,0.44,12.3,6
"1654",7.9,0.33,0.28,31.6,0.053,35,176,1.0103,3.15,0.38,8.8,6
"4094",6.6,0.41,0.27,10.7,0.11,20,103,0.99672,3.08,0.41,9,6
"4819",6,0.27,0.4,1.7,0.021,18,82,0.9891,3.24,0.95,13.1333333333333,6
"991",8.6,0.16,0.38,3.4,0.04,41,143,0.9932,2.95,0.39,10.2,6
"2669",9.6,0.655,0.21,2,0.039,21,120,0.99188,3,1,12.6,6
"746",7.4,0.2,1.66,2.1,0.022,34,113,0.99165,3.26,0.55,12.2,6
"3556",5.8,0.14,0.15,6.1,0.042,27,123,0.99362,3.06,0.6,9.9,6
"3507",7.5,0.33,0.28,4.9,0.042,21,155,0.99385,3.36,0.57,10.9,6
"1091",8.3,0.21,0.58,17.1,0.049,62,213,1.0006,3.01,0.51,9.3,6
"4420",6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,6
"1829",7.3,0.17,0.23,6.3,0.051,35,240,0.9963,3.36,0.54,10,6
"3888",7.2,0.24,0.36,2,0.029,21,63,0.99076,3.13,0.63,12.5,6
"4551",6.8,0.23,0.33,1.9,0.047,20,101,0.9914,3.1,0.46,11.1,6
"3397",7.4,0.29,0.28,10.2,0.032,43,138,0.9951,3.1,0.47,10.6,6
"2620",6.6,0.35,0.35,6,0.063,31,150,0.99537,3.1,0.47,9.4,6
"2736",6.5,0.35,0.28,12.4,0.051,86,213,0.9962,3.16,0.51,9.9,6
"1611",7.5,0.32,0.49,1.7,0.031,44,109,0.9906,3.07,0.46,12.5,6
"4588",8,0.33,0.35,10,0.035,22,108,0.99457,3.12,0.36,11.6,6
"3652",6.3,0.32,0.17,17.75,0.06,51,190,0.99916,3.13,0.48,8.8,6
"58",6,0.19,0.26,12.4,0.048,50,147,0.9972,3.3,0.36,8.9,6
"3024",7,0.45,0.34,19.8,0.04,12,67,0.9976,3.07,0.38,11,6
"4395",6.3,0.2,0.26,12.7,0.046,60,143,0.99526,3.26,0.35,10.8,6
"3662",6.7,0.22,0.39,1.2,0.049,26,152,0.99346,3.5,0.47,10,6
"2251",9.2,0.34,0.54,17.3,0.06,46,235,1.00182,3.08,0.61,8.8,6
"1697",8.5,0.32,0.36,14.9,0.041,47,190,0.9982,3.08,0.31,10,6
"495",6.8,0.2,0.38,4.7,0.04,27,103,0.994,3.37,0.58,10.7,6
"1726",6.9,0.17,0.22,4.6,0.064,55,152,0.9952,3.29,0.37,9.3,6
"1986",8.1,0.19,0.58,16.65,0.049,48,181,1.0006,3.2,0.62,9.1,6
"4587",5.4,0.29,0.38,1.2,0.029,31,132,0.98895,3.28,0.36,12.4,6
"3671",6.2,0.21,0.18,11.6,0.044,61,155,0.99655,3.14,0.52,9.4,6
"3686",6.8,0.15,0.41,12.9,0.044,79.5,183,0.99742,3.24,0.78,10.2,6
"1462",6.4,0.145,0.49,5.4,0.048,54,164,0.9946,3.56,0.44,10.8,6
"3633",6.5,0.21,0.51,17.6,0.045,34,125,0.99966,3.2,0.47,8.8,6
"3545",6,0.33,0.2,1.8,0.031,49,159,0.9919,3.41,0.53,11,6
"765",6.3,0.3,0.28,5,0.042,36,168,0.99505,3.22,0.69,9.5,6
"1630",7.8,0.15,0.24,7.7,0.047,21,98,0.9951,2.94,0.31,9.6,6
"2210",7,0.32,0.35,1.5,0.039,24,125,0.9918,3.17,0.64,12.2,6
"3268",5.8,0.23,0.2,2,0.043,39,154,0.99226,3.21,0.39,10.2,6
"2493",6.1,0.28,0.24,19.95,0.074,32,174,0.99922,3.19,0.44,9.3,6
"233",8.2,0.27,0.39,7.8,0.039,49,208,0.9976,3.31,0.51,9.5,6
"4535",6.4,0.24,0.27,1.5,0.04,35,105,0.98914,3.13,0.3,12.4,6
"3106",7.7,0.26,0.51,2.6,0.045,26,159,0.99126,3,0.5,11.2,6
"2536",9,0.26,0.34,6.7,0.029,21,162,0.99497,3.08,0.5,10.6,6
"526",5.9,0.32,0.39,3.3,0.114,24,140,0.9934,3.09,0.45,9.2,6
"3265",5.9,0.24,0.12,1.4,0.035,60,247,0.99358,3.34,0.44,9.6,6
"369",7.7,0.29,0.48,2.3,0.049,36,178,0.9931,3.17,0.64,10.6,6
"715",6,0.39,0.26,2.7,0.038,39,187,0.99325,3.41,0.5,10.8,6
"171",7.1,0.3,0.46,1.5,0.066,29,133,0.9906,3.12,0.54,12.7,6
"2507",6.6,0.32,0.34,7.7,0.044,63,212,0.99526,3.22,0.48,9.7,6
"2449",6.6,0.26,0.27,1.5,0.04,19,114,0.99295,3.36,0.62,10.5,6
"2833",6.6,0.17,0.3,1.1,0.031,13,73,0.99095,3.17,0.58,11,6
"1824",7.3,0.19,0.24,6.3,0.054,34,231,0.9964,3.36,0.54,10,6
"3426",7.1,0.17,0.4,14.55,0.047,47,156,0.99945,3.34,0.78,9.1,6
"3351",7.2,0.22,0.28,7.2,0.06,41,132,0.9935,3.08,0.59,11.3,6
"2608",8.9,0.26,0.33,8.1,0.024,47,202,0.99558,3.13,0.46,10.8,6
"656",7.7,0.27,0.35,5.3,0.03,30,117,0.992,3.11,0.42,12.2,6
"4131",6.8,0.29,0.32,1.8,0.032,18,130,0.99095,3.05,0.62,11.2,6
"4806",5.1,0.26,0.34,6.4,0.034,26,99,0.99449,3.23,0.41,9.2,6
"3778",6.5,0.33,0.28,6.1,0.018,41,103,0.99122,3.24,0.32,12.2,6
"2934",6.9,0.22,0.31,6.3,0.029,41,131,0.99326,3.08,0.49,10.8,6
"4454",6.6,0.38,0.29,2.9,0.035,15,101,0.98916,3.04,0.37,12.5,6
"1402",6.3,0.67,0.48,12.6,0.052,57,222,0.9979,3.17,0.52,9.3,6
"1529",7.4,0.27,0.49,1.1,0.037,33,156,0.992,3.15,0.54,11.1,6
"4501",7.8,0.27,0.33,2.4,0.053,36,175,0.992,3.2,0.55,11,6
"4124",6.6,0.44,0.32,3,0.095,13,75,0.98954,3.1,0.63,12.8,6
"3338",6.9,0.38,0.29,13.65,0.048,52,189,0.99784,3,0.6,9.5,6
"2791",7.1,0.2,0.31,6.85,0.053,32,211,0.99587,3.31,0.59,10.4,6
"45",6.7,0.23,0.26,1.4,0.06,33,154,0.9934,3.24,0.56,9.5,6
"3819",5.1,0.35,0.26,6.8,0.034,36,120,0.99188,3.38,0.4,11.5,6
"4694",6.7,0.16,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9,6
"28",7,0.28,0.39,8.7,0.051,32,141,0.9961,3.38,0.53,10.5,6
"1845",6.1,0.34,0.46,4.7,0.029,21,94,0.991,3.29,0.62,12.3,6
"3820",5.1,0.35,0.26,6.8,0.034,36,120,0.99188,3.38,0.4,11.5,6
"4367",5.9,0.29,0.28,3.2,0.035,16,117,0.98959,3.26,0.42,12.6,6
"225",6.3,0.495,0.22,1.8,0.046,31,140,0.9929,3.39,0.54,10.4,6
"3357",6.8,0.2,0.28,12.6,0.048,54,136,0.99556,3.19,0.37,10.7,6
"4836",5.6,0.295,0.26,1.1,0.035,40,102,0.99154,3.47,0.56,10.6,6
"4014",6.5,0.46,0.24,11.5,0.051,56,171,0.99588,3.08,0.56,9.8,6
"1083",6.3,0.27,0.25,5.8,0.038,52,155,0.995,3.28,0.38,9.4,6
"3232",6.8,0.21,0.37,7,0.038,27,107,0.99206,2.98,0.82,11.5,6
"1525",6.6,0.21,0.49,18.15,0.042,41,158,0.9997,3.28,0.39,8.7,6
"1315",6.4,0.31,0.4,6.2,0.04,46,169,0.9953,3.15,0.46,9.3,6
"345",5.4,0.29,0.47,3,0.052,47,145,0.993,3.29,0.75,10,6
"697",6.7,0.19,0.34,1,0.022,22,94,0.9912,3.23,0.57,11.1,6
"2990",6.2,0.16,0.32,1.1,0.036,74,184,0.99096,3.22,0.41,11,6
"3039",6.5,0.23,0.45,2.1,0.027,43,104,0.99054,3.02,0.52,11.3,6
"3704",7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6
"398",6.3,0.2,0.4,1.5,0.037,35,107,0.9917,3.46,0.5,11.4,6
"2766",6.4,0.27,0.29,10.8,0.028,17,118,0.99356,3.18,0.37,11.2,6
"1997",7,0.28,0.33,14.6,0.043,47,168,0.9994,3.34,0.67,8.8,6
"2692",6.2,0.28,0.27,10.3,0.03,26,108,0.99388,3.2,0.36,10.7,6
"2482",6.4,0.37,0.37,4.85,0.041,39.5,216.5,0.99432,3.1,0.5,9.8,6
"2631",5.9,0.445,0.26,1.4,0.027,23,109,0.99148,3.3,0.36,10.5,6
"4896",6.5,0.24,0.19,1.2,0.041,30,111,0.99254,2.99,0.46,9.4,6
"731",6.5,0.23,0.33,13.8,0.042,25,139,0.99695,3.35,0.56,10.4,6
"3614",7,0.16,0.25,14.3,0.044,27,149,0.998,2.91,0.46,9.2,6
"4019",6.4,0.18,0.48,18,0.054,56,183,1.00038,2.98,0.61,8.5,6
"2598",6.4,0.22,0.34,1.4,0.023,56,115,0.98958,3.18,0.7,11.7,6
"3533",7.2,0.23,0.46,6.4,0.036,17,85,0.99279,3.1,0.78,11.7,6
"2681",8,0.17,0.29,2.4,0.029,52,119,0.98944,3.03,0.33,12.9,6
"4118",6.2,0.35,0.2,18.1,0.069,33,158,0.99908,3.15,0.5,8.8,6
"1323",5.1,0.31,0.3,0.9,0.037,28,152,0.992,3.54,0.56,10.1,6
"2037",5.7,0.27,0.32,1.2,0.046,20,155,0.9934,3.8,0.41,10.2,6
"1601",7,0.29,0.49,3.8,0.047,37,136,0.9938,2.95,0.4,9.4,6
"3472",6.8,0.19,0.4,9.85,0.055,41,103,0.99532,2.98,0.56,10.5,6
"4451",6.9,0.29,0.25,12.2,0.04,29,136,0.99552,3.05,0.65,10.4,6
"3978",6.9,0.27,0.25,7.5,0.03,18,117,0.99116,3.09,0.38,13,6
"3345",6.9,0.38,0.29,13.65,0.048,52,189,0.99784,3,0.6,9.5,6
"2880",5.7,0.37,0.3,1.1,0.029,24,88,0.98883,3.18,0.39,11.7,6
"4173",6.8,0.34,0.27,5.2,0.06,14,169,0.99252,3.27,0.57,11.6,6
"2757",8.6,0.33,0.34,11.8,0.059,42,240,0.99882,3.17,0.52,10,6
"64",6.6,0.38,0.15,4.6,0.044,25,78,0.9931,3.11,0.38,10.2,6
